DateTime,Open,High,Low,Close,Ticks(from bar),Volume(from bar),Goose Zones_MA Line,Goose Zones_Upper Keltner,Goose Zones_Lower Keltner,Goose Zones_Short Trigger,Goose Zones_Top of Range,Goose Zones_Long Trigger,Goose Zones_Bottom of Range,Goose Zones_Arrow Marker,
8/28/2024 12:00:00 PM -06:00,41194,41224,40944,40953,12464,13293,40984.8033726255,41659.0755246285,40310.5312206225,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 1:00:00 PM -06:00,40953,41141,40920,41137,13431,14624,40986.3177669277,41674.7712905526,40297.8642433028,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 2:00:00 PM -06:00,41135,41225,41039,41188,15778,17255,40988.3245553165,41687.5098846765,40289.1392259565,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 3:00:00 PM -06:00,41188,41266,41115,41253,11338,12360,40990.9581418308,41697.4600350777,40284.4562485838,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 5:00:00 PM -06:00,41256,41275,41153,41178,2684,2813,40992.8192548474,41703.8236168182,40281.8148928765,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 6:00:00 PM -06:00,41177,41196,41163,41179,728,771,40994.6717995753,41701.7208942628,40287.6227048877,41413.475,41470.95,41298.525,41241.05,,
8/28/2024 7:00:00 PM -06:00,41181,41244,41174,41239,931,977,40997.1029259476,41703.7336216831,40290.4722302122,41324.025,41470.05,41031.975,40885.95,,
8/28/2024 8:00:00 PM -06:00,41244,41247,41217,41236,577,630,40999.4800112616,41701.9153766912,40297.044645832,41324.025,41470.05,41031.975,40885.95,,
8/28/2024 9:00:00 PM -06:00,41232,41275,41228,41272,357,392,41002.1916529406,41702.0803978186,40302.3029080625,41324.025,41470.05,41031.975,40885.95,,
8/28/2024 10:00:00 PM -06:00,41275,41287,41267,41273,358,389,41004.8862633591,41699.7014883876,40310.0710383306,41324.025,41470.05,41031.975,40885.95,,
8/28/2024 11:00:00 PM -06:00,41275,41288,41274,41288,272,295,41007.703315465,41697.0228666126,40318.3837643173,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 12:00:00 AM -06:00,41287,41313,41283,41303,650,686,41010.641590933,41695.9380619697,40325.3451198962,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 1:00:00 AM -06:00,41301,41330,41286,41328,1122,1248,41013.7993860481,41696.4361907063,40331.1625813898,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 2:00:00 AM -06:00,41328,41369,41320,41358,1764,1964,41017.2242677789,41697.7005072167,40336.7480283412,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 3:00:00 AM -06:00,41360,41380,41319,41376,2796,3094,41020.7941755622,41700.2656762991,40341.3226748253,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 4:00:00 AM -06:00,41376,41396,41360,41374,2333,2534,41024.3086613775,41700.422236734,40348.1950860211,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 5:00:00 AM -06:00,41375,41404,41368,41396,1901,2054,41028.0070826574,41700.7961448262,40355.2180204885,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 6:00:00 AM -06:00,41395,41450,41385,41441,2841,3013,41032.1164649195,41704.3553871662,40359.8775426727,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 7:00:00 AM -06:00,41442,41495,41416,41448,4852,5364,41036.2546095471,41709.2722489854,40363.2369701088,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 8:00:00 AM -06:00,41449,41508,41172,41289,27070,28381,41038.7694890541,41736.8516295926,40340.6873485157,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 9:00:00 AM -06:00,41289,41495,41286,41396,20762,22549,41042.3240215014,41753.2162899946,40331.4317530081,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 10:00:00 AM -06:00,41395,41562,41395,41557,12084,13136,41047.4451755163,41767.0499587509,40327.8403922816,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 11:00:00 AM -06:00,41557,41682,41553,41651,12396,13468,41053.4506961579,41778.0892626439,40328.8121296719,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 12:00:00 PM -06:00,41652,41674,41583,41669,7516,8000,41059.5755648528,41785.6057873937,40333.545342312,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 1:00:00 PM -06:00,41666,41672,41356,41446,21729,23094,41063.420584108,41812.0972720963,40314.7438961198,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 2:00:00 PM -06:00,41446,41549,41396,41439,18173,19441,41067.1576927239,41822.8475479958,40311.4678374519,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 3:00:00 PM -06:00,41439,41498,41436,41486,2820,3018,41071.3252778709,41825.3565276178,40317.2940281241,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 5:00:00 PM -06:00,41480,41493,41439,41449,846,886,41075.083235305,41826.7161641589,40323.4503064512,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 6:00:00 PM -06:00,41448,41460,41433,41436,510,534,41078.674446894,41825.3806799384,40331.9682138497,41324.025,41470.05,41031.975,40885.95,,
8/29/2024 7:00:00 PM -06:00,41437,41463,41404,41450,885,950,41082.369228517,41827.2226632226,40337.5157938114,41584.475,41729.95,41293.525,41148.05,,
8/29/2024 8:00:00 PM -06:00,41454,41469,41436,41438,675,702,41085.9078431586,41826.469203887,40345.3464824302,41584.475,41729.95,41293.525,41148.05,,
8/29/2024 9:00:00 PM -06:00,41442,41473,41437,41473,458,482,41089.7595064108,41826.3550824553,40353.1639303662,41584.475,41729.95,41293.525,41148.05,,
8/29/2024 10:00:00 PM -06:00,41473,41474,41435,41452,406,422,41093.3638894315,41826.3167234259,40360.4110554372,41584.475,41729.95,41293.525,41148.05,,
8/29/2024 11:00:00 PM -06:00,41453,41463,41440,41456,369,378,41096.9722089397,41824.8061092625,40369.1383086169,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 12:00:00 AM -06:00,41458,41469,41444,41453,495,528,41100.5147740249,41823.4697300658,40377.5598179839,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 1:00:00 AM -06:00,41454,41484,41437,41439,1224,1403,41103.8827862236,41824.0869466821,40383.6786257651,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 2:00:00 AM -06:00,41438,41514,41438,41502,1314,1498,41107.8441515348,41828.0661810435,40387.6221220262,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 3:00:00 AM -06:00,41502,41532,41492,41493,1151,1214,41111.676548037,41828.5132837196,40394.8398123543,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 4:00:00 AM -06:00,41492,41521,41488,41521,860,925,41115.7494182058,41828.5728530359,40402.9259833756,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 5:00:00 AM -06:00,41522,41540,41484,41539,1242,1324,41119.9608667808,41830.9850634534,40408.9366701082,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 6:00:00 AM -06:00,41539,41548,41508,41529,1112,1210,41124.0309079074,41831.7613314788,40416.300484336,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 7:00:00 AM -06:00,41530,41561,41474,41478,2775,2956,41127.5529884257,41836.4651988272,40418.6407780242,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 8:00:00 AM -06:00,41478,41597,41411,41488,16038,16785,41131.1395258543,41850.5799729682,40411.6990787404,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 9:00:00 AM -06:00,41497,41546,41443,41443,14345,15132,41134.2426151493,41856.2607692571,40412.2244610414,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 10:00:00 AM -06:00,41444,41483,41308,41350,11948,12393,41136.3894547995,41867.7656372247,40405.0132723744,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 11:00:00 AM -06:00,41347,41393,41231,41348,9152,9663,41138.4950323637,41877.9072726752,40399.0827920522,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 12:00:00 PM -06:00,41348,41398,41300,41340,5538,5833,41140.5000569173,41881.8186430964,40399.1814707383,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 1:00:00 PM -06:00,41340,41451,41326,41424,5798,6142,41143.3209518734,41889.0791541103,40397.5627496364,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 2:00:00 PM -06:00,41423,41674,41385,41633,14723,16376,41148.1933802129,41913.8495107858,40382.53724964,41584.475,41729.95,41293.525,41148.05,,
8/30/2024 3:00:00 PM -06:00,41634,41654,41594,41640,4485,4913,41153.0869784198,41916.7962818228,40389.3776750167,41584.475,41729.95,41293.525,41148.05,,
9/1/2024 5:00:00 PM -06:00,41613,41644,41612,41619,455,490,41157.7229288833,41916.8580103619,40398.5878474046,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 6:00:00 PM -06:00,41619,41637,41617,41625,385,439,41162.3724519789,41915.844497821,40408.9004061369,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 7:00:00 PM -06:00,41623,41635,41614,41623,401,426,41166.9558106657,41914.9156968476,40418.9959244838,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 8:00:00 PM -06:00,41625,41652,41622,41645,484,605,41171.712469266,41915.0657894163,40428.3591491158,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 9:00:00 PM -06:00,41645,41645,41611,41626,420,435,41176.2327432037,41915.4034432529,40437.0620431545,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 10:00:00 PM -06:00,41624,41632,41607,41620,271,278,41180.6483377987,41914.8272895887,40446.4693860087,41774.825,41896.65,41531.175,41409.35,,
9/1/2024 11:00:00 PM -06:00,41619,41626,41602,41625,319,344,41185.0697473728,41914.2120926774,40455.9274020683,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 12:00:00 AM -06:00,41626,41640,41618,41623,364,388,41189.4272623244,41913.3940619045,40465.4604627442,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 1:00:00 AM -06:00,41623,41629,41593,41594,760,851,41193.4528617042,41913.6189966119,40473.2867267965,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 2:00:00 AM -06:00,41596,41605,41508,41565,1702,1858,41197.1498481549,41919.3193051033,40474.9803912065,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 3:00:00 AM -06:00,41566,41610,41545,41601,1120,1160,41201.168257626,41922.2962274406,40480.0402878114,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 4:00:00 AM -06:00,41601,41620,41589,41609,418,421,41205.2262849133,41922.1092003019,40488.3433695247,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 5:00:00 AM -06:00,41611,41613,41581,41583,500,547,41208.985227352,41921.7598550253,40496.2105996787,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 6:00:00 AM -06:00,41584,41608,41584,41605,417,451,41212.925672851,41920.9711997514,40504.8801459506,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 7:00:00 AM -06:00,41607,41617,41598,41613,594,611,41216.9065119271,41919.7028296046,40514.1101942496,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 8:00:00 AM -06:00,41613,41621,41590,41592,1991,2056,41220.6387854402,41919.3724531906,40521.9051176899,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 9:00:00 AM -06:00,41593,41652,41556,41641,2659,2812,41224.8214840926,41925.6772049002,40523.965763285,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 10:00:00 AM -06:00,41641,41642,41607,41619,1705,1802,41228.7436583802,41925.934148135,40531.5531686254,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 11:00:00 AM -06:00,41620,41635,41599,41634,1526,1663,41232.7760597894,41926.4323158152,40539.1198037635,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 5:00:00 PM -06:00,41637,41658,41581,41591,970,1075,41236.3404771049,41930.3732877972,40542.3076664126,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 6:00:00 PM -06:00,41593,41600,41564,41587,1090,1137,41239.8296265864,41930.359623242,40549.2996299309,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 7:00:00 PM -06:00,41589,41604,41576,41589,623,647,41243.3039586602,41929.6097762446,40556.9981410759,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 8:00:00 PM -06:00,41590,41619,41590,41614,541,602,41246.9924764845,41929.3052013565,40564.6797516124,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 9:00:00 PM -06:00,41616,41618,41579,41584,413,430,41250.3457851762,41929.5558958704,40571.1356744819,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 10:00:00 PM -06:00,41582,41585,41548,41583,849,903,41253.6557773635,41929.6050909364,40577.7064637906,41774.825,41896.65,41531.175,41409.35,,
9/2/2024 11:00:00 PM -06:00,41582,41582,41566,41569,338,344,41256.7935308226,41927.6239457529,40585.9631158922,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 12:00:00 AM -06:00,41568,41595,41568,41594,685,705,41260.1488190731,41926.8565433076,40593.4410948385,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 1:00:00 AM -06:00,41593,41607,41560,41589,1020,1144,41263.4209701271,41927.9375727275,40598.9043675267,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 2:00:00 AM -06:00,41588,41623,41588,41615,1419,1594,41266.9192689318,41928.1322237451,40605.7063141185,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 3:00:00 AM -06:00,41615,41618,41504,41506,2273,2456,41269.2981816787,41934.7080225138,40603.8883408436,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 4:00:00 AM -06:00,41507,41521,41452,41456,2741,2892,41271.1559112143,41936.4671466679,40605.8446757606,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 5:00:00 AM -06:00,41456,41460,41419,41456,2055,2144,41272.9951558788,41935.5620009299,40610.4283108277,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 6:00:00 AM -06:00,41455,41474,41427,41445,1928,2109,41274.7066468651,41935.12357306,40614.2897206702,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 7:00:00 AM -06:00,41448,41461,41413,41418,2321,2516,41276.1324513739,41934.5153783031,40617.7495244446,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 8:00:00 AM -06:00,41419,41530,41301,41395,23682,25173,41277.3152130518,41950.7938322504,40603.8365938531,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 9:00:00 AM -06:00,41387,41396,41139,41192,25297,27293,41276.4663054592,41967.5371772031,40585.3954337153,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 10:00:00 AM -06:00,41193,41269,41171,41200,11300,12270,41275.7054466984,41969.1636729523,40582.2472204445,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 11:00:00 AM -06:00,41199,41247,41139,41147,8426,9180,41274.4247954875,41971.191895112,40577.657695863,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 12:00:00 PM -06:00,41145,41231,41139,41144,8160,9038,41273.1270363284,41971.6576473994,40574.5964252574,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 1:00:00 PM -06:00,41144,41146,41017,41032,10013,10797,41270.7277623351,41974.5018499129,40566.9536747573,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 2:00:00 PM -06:00,41031,41084,40866,41032,18706,20429,41268.3523617148,41985.7306872272,40550.9740362025,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 3:00:00 PM -06:00,41034,41045,40985,41031,4298,4805,41265.9906466729,41981.9025211851,40550.0787721607,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 5:00:00 PM -06:00,41019,41028,40970,41000,1458,1577,41263.3439735717,41977.8985159992,40548.7894311441,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 6:00:00 PM -06:00,41001,41019,40965,40998,1244,1279,41260.7037350287,41973.2527596211,40548.1547104362,41774.825,41896.65,41531.175,41409.35,,
9/3/2024 7:00:00 PM -06:00,40998,41029,40863,40883,2308,2405,41256.945488909,41978.0960157443,40535.7949620737,41235.8,41453.6,40800.2,40582.4,,
9/3/2024 8:00:00 PM -06:00,40882,40967,40859,40935,1849,1916,41253.7420512084,41977.9259061349,40529.5581962819,41235.8,41453.6,40800.2,40582.4,,
9/3/2024 9:00:00 PM -06:00,40936,40956,40900,40912,1024,1066,41250.3416327884,41972.6132105514,40528.0700550254,41235.8,41453.6,40800.2,40582.4,,
9/3/2024 10:00:00 PM -06:00,40914,40933,40874,40891,662,684,41246.7660941537,41967.4280044763,40526.1041838311,41235.8,41453.6,40800.2,40582.4,,
9/3/2024 11:00:00 PM -06:00,40890,40920,40874,40881,747,783,41243.1266305303,41960.9660342825,40525.287226778,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 12:00:00 AM -06:00,40881,40899,40857,40870,1102,1143,41239.4139277389,41954.0808001106,40524.7470553673,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 1:00:00 AM -06:00,40868,40920,40849,40854,2436,2656,41235.5789632838,41949.8461652836,40521.3117612841,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 2:00:00 AM -06:00,40854,40977,40854,40957,3316,3439,41232.8070333009,41951.593964634,40514.0201019678,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 3:00:00 AM -06:00,40958,40997,40905,40932,3445,3647,41229.8139284919,41950.1452684685,40509.4825885154,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 4:00:00 AM -06:00,40933,40969,40914,40939,1531,1586,41226.9202575617,41945.2831264937,40508.5573886297,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 5:00:00 AM -06:00,40941,40954,40913,40933,1302,1383,41223.9956778844,41939.0862794639,40508.905076305,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 6:00:00 AM -06:00,40932,40979,40926,40941,1891,2030,41221.1798004926,41934.1650229518,40508.1945780333,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 7:00:00 AM -06:00,40941,40989,40934,40973,3087,3314,41218.7103497414,41929.8001968528,40507.62050263,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 8:00:00 AM -06:00,40972,41161,40955,41134,21651,23382,41217.8674606892,41941.3544237498,40494.3804976287,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 9:00:00 AM -06:00,41127,41232,41002,41232,19943,21300,41218.0080829709,41956.0374643095,40479.9787016324,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 10:00:00 AM -06:00,41232,41260,41050,41078,9704,10294,41216.6149677175,41967.151519391,40466.078416044,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 11:00:00 AM -06:00,41074,41115,41008,41038,6728,7287,41214.8377043571,41968.0206585015,40461.6547502127,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 12:00:00 PM -06:00,41032,41038,40922,40952,6512,7125,41212.2224038162,41968.8761743373,40455.5686332952,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 1:00:00 PM -06:00,40952,41038,40936,40956,6575,7109,41209.6729271614,41968.4395954882,40450.9062588345,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 2:00:00 PM -06:00,40954,41095,40928,41041,9675,10663,41207.9945895777,41974.9974104585,40440.9917686969,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 3:00:00 PM -06:00,41042,41054,40991,41031,3552,3809,41206.2334493829,41971.5596252798,40440.907273486,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 5:00:00 PM -06:00,41028,41053,41017,41038,575,614,41204.5594847124,41965.6734598541,40443.4455095707,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 6:00:00 PM -06:00,41039,41041,40963,41009,838,858,41202.6136191929,41963.5274552784,40441.6997831073,41235.8,41453.6,40800.2,40582.4,,
9/4/2024 7:00:00 PM -06:00,41010,41088,41009,41069,993,1045,41201.2841304447,41962.0943462707,40440.4739146187,41164.025,41277.05,40937.975,40824.95,,
9/4/2024 8:00:00 PM -06:00,41070,41094,41060,41072,480,513,41199.9977211865,41956.451616457,40443.543825916,41164.025,41277.05,40937.975,40824.95,,
9/4/2024 9:00:00 PM -06:00,41073,41079,41047,41067,451,461,41198.6743607767,41950.6262272386,40446.7224943148,41164.025,41277.05,40937.975,40824.95,,
9/4/2024 10:00:00 PM -06:00,41071,41071,41009,41018,809,840,41196.8766059431,41947.2070607984,40446.5461510878,41164.025,41277.05,40937.975,40824.95,,
9/4/2024 11:00:00 PM -06:00,41015,41030,41007,41018,504,515,41195.0967392173,41940.1353487506,40450.058129684,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 12:00:00 AM -06:00,41019,41049,40999,41031,826,856,41193.463935842,41935.8155940367,40451.1122776473,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 1:00:00 AM -06:00,41033,41044,40984,40993,1030,1108,41191.4692698137,41932.1059861358,40450.8325534916,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 2:00:00 AM -06:00,40994,41119,40975,41118,2207,2377,41190.7382323032,41937.6173693584,40443.8590952479,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 3:00:00 AM -06:00,41115,41122,41080,41108,1664,1718,41189.9149663101,41933.3326194145,40446.4973132057,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 4:00:00 AM -06:00,41108,41113,41050,41072,1556,1649,41188.7416830632,41930.7173694701,40446.7659966563,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 5:00:00 AM -06:00,41071,41091,41063,41090,1144,1215,41187.7591787541,41924.9987886793,40450.5195688289,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 6:00:00 AM -06:00,41089,41113,41056,41062,1678,1790,41186.5078436421,41921.7997957572,40451.2158915271,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 7:00:00 AM -06:00,41063,41123,41011,41057,5565,5988,41185.219208382,41923.7818873417,40446.6565294224,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 8:00:00 AM -06:00,41057,41169,40905,40954,21005,22396,41182.9185197414,41939.0875402039,40426.7494992789,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 9:00:00 AM -06:00,40959,41084,40855,40878,22120,23335,41179.8845046196,41950.1762213959,40409.5927878433,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 10:00:00 AM -06:00,40881,40899,40657,40663,17832,19153,41174.7413752204,41960.2441196905,40389.2386307503,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 11:00:00 AM -06:00,40662,40783,40593,40751,10696,11660,41170.5250431287,41966.1720388976,40374.8780473598,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 12:00:00 PM -06:00,40751,40901,40697,40901,9334,10217,41167.8432019035,41974.8568942319,40360.8295095751,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 1:00:00 PM -06:00,40902,40953,40863,40885,7798,8269,41165.0288416856,41972.5200097122,40357.5376736589,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 2:00:00 PM -06:00,40886,40894,40759,40846,14203,15754,41161.8544253504,41974.0720494166,40349.6368012842,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 3:00:00 PM -06:00,40846,40887,40837,40873,4493,4839,41158.9802519638,41967.8424767855,40350.1180271421,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 5:00:00 PM -06:00,40879,40887,40839,40869,653,742,41156.0948763224,41961.4460342305,40350.7437184143,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 6:00:00 PM -06:00,40871,40875,40844,40873,563,574,41153.2780118814,41953.5460736909,40353.0099500718,41164.025,41277.05,40937.975,40824.95,,
9/5/2024 7:00:00 PM -06:00,40872,40876,40813,40813,1198,1224,41149.8921610169,41948.1525804203,40351.6317416134,40987.4,41145.8,40670.6,40512.2,,
9/5/2024 8:00:00 PM -06:00,40812,40868,40771,40860,1741,1803,41147.0076619023,41946.4943457892,40347.5209780153,40987.4,41145.8,40670.6,40512.2,,
9/5/2024 9:00:00 PM -06:00,40862,40876,40856,40870,622,651,41144.251366759,41937.6735065277,40350.8292269902,40987.4,41145.8,40670.6,40512.2,,
9/5/2024 10:00:00 PM -06:00,40868,40880,40849,40851,554,571,41141.3334427116,41929.7911830796,40352.8757023436,40987.4,41145.8,40670.6,40512.2,,
9/5/2024 11:00:00 PM -06:00,40851,40866,40843,40859,404,434,41138.5241547244,41921.3106737952,40355.7376356536,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 12:00:00 AM -06:00,40858,40861,40801,40844,642,660,41135.5935661202,41916.2628063943,40354.9243258461,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 1:00:00 AM -06:00,40841,40859,40791,40797,1073,1142,41132.22447591,41911.5537237436,40352.8952280765,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 2:00:00 AM -06:00,40794,40799,40617,40685,4764,4974,41127.7744811249,41916.553189179,40338.9957730708,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 3:00:00 AM -06:00,40687,40735,40652,40680,3101,3189,41123.319013651,41912.0949484906,40334.5430788113,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 4:00:00 AM -06:00,40676,40711,40647,40706,1841,1924,41119.1665856545,41906.1437549733,40332.1894163356,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 5:00:00 AM -06:00,40705,40715,40666,40676,1422,1532,41114.7569678868,41898.5353594014,40330.9785763721,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 6:00:00 AM -06:00,40675,40702,40659,40696,2044,2130,41110.5902318879,41890.6345100542,40330.5459537216,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 7:00:00 AM -06:00,40695,40895,40626,40825,12019,12711,41107.7485380383,41905.4590422924,40310.0380337841,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 8:00:00 AM -06:00,40825,41080,40803,40956,28487,29844,41106.2386023364,41922.1957682398,40290.281436433,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 9:00:00 AM -06:00,40956,40968,40504,40532,33588,35840,41100.5247853977,41952.2236710434,40248.8258997521,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 10:00:00 AM -06:00,40532,40802,40400,40431,32509,34461,41093.8628472346,41975.0871171026,40212.6385773665,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 11:00:00 AM -06:00,40429,40486,40365,40421,14101,14836,41087.1676945258,41971.0613746439,40203.2740144076,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 12:00:00 PM -06:00,40422,40516,40384,40445,12477,12945,41080.777966222,41968.3542962893,40193.2016361548,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 1:00:00 PM -06:00,40447,40462,40345,40428,9236,9697,41074.2826630755,41964.087089361,40184.4782367901,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 2:00:00 PM -06:00,40425,40503,40369,40415,17099,18063,41067.7226365773,41961.3399541435,40174.1053190111,40987.4,41145.8,40670.6,40512.2,,
9/6/2024 3:00:00 PM -06:00,40415,40421,40264,40321,4908,5538,41060.2925605914,41959.8589595749,40160.726161608,40987.4,41145.8,40670.6,40512.2,,
9/8/2024 5:00:00 PM -06:00,40339,40399,40331,40384,1440,1564,41053.5632813816,41951.5519052508,40155.5746575124,40631.4,40855.8,40182.6,39958.2,,
9/8/2024 6:00:00 PM -06:00,40383,40414,40360,40397,935,971,41047.0303134076,41941.188204701,40152.8724221142,40631.4,40855.8,40182.6,39958.2,,
9/8/2024 7:00:00 PM -06:00,40401,40458,40399,40440,1102,1145,41040.9902107866,41932.0171777885,40149.9632437847,40631.4,40855.8,40182.6,39958.2,,
9/8/2024 8:00:00 PM -06:00,40438,40491,40438,40474,1341,1423,41035.348517147,41922.5194944275,40148.1775398665,40631.4,40855.8,40182.6,39958.2,,
9/8/2024 9:00:00 PM -06:00,40473,40490,40460,40480,612,636,41029.822661255,41911.0018875177,40148.6434349922,40631.4,40855.8,40182.6,39958.2,,
